Customer ID,Recency,Frequency,Monetary,KMeansCluster,DBSCANCluster
12527.0,130,2,386.8,3,0
12529.0,158,2,311.78000000000003,3,0
12530.0,45,7,2066.23,0,0
12531.0,316,2,1773.83,2,0
12533.0,254,6,1149.99,2,0
12537.0,44,1,732.94,0,0
12538.0,14,1,276.5,0,0
12539.0,86,3,5646.400000000001,0,0
12540.0,14,17,8798.25,0,0
12542.0,120,4,423.38,3,0
12543.0,84,1,980.25,0,0
12547.0,136,1,175.78,3,0
12549.0,211,6,1575.68,3,0
12553.0,21,3,896.57,0,0
12554.0,84,1,468.5,0,0
12555.0,318,1,129.23,2,0
12557.0,7,4,6725.18,0,0
12562.0,21,2,1185.18,0,0
12563.0,44,1,249.24,0,0
12567.0,3,8,4278.88,0,0
12568.0,280,1,70.0,2,0
12570.0,318,1,77.52,2,0
12573.0,17,4,556.87,0,0
12575.0,93,2,622.8199999999999,3,0
12576.0,28,5,776.89,0,0
12577.0,17,5,990.5,0,0
12578.0,21,3,1819.0900000000001,0,0
12580.0,212,1,637.2,3,0
12582.0,58,2,1469.04,0,0
12583.0,9,14,7157.5599999999995,0,0
12586.0,4,4,1848.73,0,0
12588.0,35,4,724.08,0,0
12589.0,50,9,2447.49,0,0
12590.0,137,2,-7.9,3,0
12591.0,26,2,886.1,0,0
12592.0,155,6,715.02,3,0
12594.0,14,6,1724.29,0,0
12595.0,140,1,299.02,3,0
12598.0,71,6,1411.99,0,0
12599.0,17,6,1264.14,0,0
12600.0,7,16,2374.75,0,0
12601.0,40,1,104.19999999999999,0,0
12605.0,1,5,1225.45,0,0
12606.0,318,1,21.0,2,0
12608.0,40,1,415.79,0,0
12609.0,10,7,2291.01,0,0
12613.0,24,7,3354.84,0,0
12615.0,49,7,3273.69,0,0
12616.0,18,2,388.1,0,0
12619.0,196,1,140.14,3,0
12621.0,1,22,10967.24,0,0
12623.0,52,8,3334.7400000000002,0,0
12625.0,145,2,2481.06,3,0
12629.0,21,2,1558.22,0,0
12631.0,67,6,2811.77,0,0
12632.0,156,4,738.88,3,0
12633.0,18,5,3454.58,0,0
12634.0,171,2,490.0,3,0
12635.0,28,2,1241.23,0,0
12636.0,374,1,141.0,2,0
12637.0,14,4,2280.91,0,0
12638.0,275,1,249.8,2,0
12639.0,70,2,826.27,0,0
12643.0,21,8,4490.66,0,0
12644.0,66,5,1337.63,0,0
12645.0,45,5,1743.72,0,0
12647.0,3,35,14012.87,0,0
12648.0,70,4,778.95,0,0
12649.0,1,7,1634.99,0,0
12651.0,14,4,251.29999999999998,0,0
12652.0,70,1,97.05000000000001,0,0
12653.0,162,1,1950.98,3,0
12655.0,59,1,261.35,0,0
12656.0,61,4,2338.06,0,0
12661.0,72,1,162.0,0,0
12662.0,9,11,3132.09,0,0
12663.0,260,3,204.0,2,0
12664.0,150,2,1188.16,3,0
12665.0,53,3,239.7,0,0
12666.0,30,1,1248.42,0,0
12668.0,14,6,7575.88,0,0
12670.0,21,2,764.24,0,0
12671.0,242,1,2622.481,2,0
12672.0,225,2,184.6,2,0
12673.0,37,1,619.5,0,0
12675.0,189,4,933.55,3,0
12676.0,44,6,1441.7,0,0
12677.0,191,3,389.3,3,0
12678.0,11,10,16262.87,0,0
12681.0,3,30,16874.17,0,0
12682.0,1,24,11657.59,0,0
12683.0,1,9,4197.51,0,0
12686.0,7,1,89.14,0,0
12687.0,116,2,2138.91,3,0
12691.0,56,1,134.6,0,0
12692.0,273,1,110.95,2,0
12693.0,32,5,809.46,0,0
12694.0,51,2,969.78,0,0
12695.0,164,3,825.02,3,0
12696.0,70,3,801.15,0,0
12698.0,226,1,339.75,2,0
12699.0,53,1,638.11,0,0
12701.0,165,4,1648.7,3,0
12703.0,269,5,617.48,2,0
12705.0,10,8,4739.76,0,0
12706.0,318,1,-91.89,2,0
12708.0,4,15,2501.84,0,0
12709.0,2,30,20769.63,0,0
12711.0,247,2,1339.05,2,0
12712.0,1,14,2738.03,0,0
12714.0,24,7,9384.85,0,0
12717.0,226,1,277.93,2,0
12720.0,5,13,2334.6,0,0
12721.0,1,4,1277.7,0,0
12724.0,19,3,1286.11,0,0
12725.0,7,4,2266.76,0,0
12726.0,23,4,1405.5,0,0
12727.0,78,3,1698.8300000000002,0,0
12728.0,19,1,233.84,0,0
12730.0,157,1,829.25,3,0
12731.0,78,5,6879.8,0,0
12733.0,25,5,1942.87,0,0
12734.0,10,2,529.25,0,0
12737.0,134,2,3710.5,3,0
12738.0,8,1,155.35,0,0
12739.0,21,2,1713.69,0,0
12741.0,165,2,406.07,3,0
12742.0,235,2,1185.02,2,0
12744.0,95,4,4037.77,3,0
12745.0,122,3,925.41,3,0
12746.0,163,3,230.85000000000002,3,0
12747.0,5,22,4949.08,0,0
12748.0,1,159,20491.27,0,0
12749.0,21,8,2460.29,0,0
12751.0,80,1,268.27,0,0
12755.0,1,19,4203.15,0,0
12758.0,95,6,6987.41,3,0
12759.0,22,5,3489.3,0,0
12760.0,91,1,347.8,3,0
12761.0,93,2,782.95,3,0
12763.0,5,1,320.08,0,0
12765.0,108,6,1404.58,3,0
12766.0,2,5,3036.8,0,0
12767.0,11,1,949.82,0,0
12768.0,67,2,3.552713678800501e-15,0,0
12770.0,35,6,1624.5,0,0
12771.0,100,2,262.5,3,0
12773.0,200,2,1.7763568394002505e-15,3,0
12774.0,171,1,98.7,3,0
12775.0,24,2,300.08,0,0
12776.0,303,1,55.5,2,0
12777.0,93,1,519.45,3,0
12778.0,32,3,953.45,0,0
12779.0,7,10,2538.06,0,0
12780.0,234,1,337.4,2,0
12782.0,10,8,2252.7200000000003,0,0
12784.0,165,1,1230.33,3,0
12785.0,171,3,773.6,3,0
12786.0,245,1,728.5,2,0
12787.0,49,2,395.52,0,0
12788.0,99,4,444.9,3,0
12789.0,148,2,181.5,3,0
12790.0,43,2,238.53,0,0
12791.0,9,8,585.15,0,0
12792.0,170,2,413.34,3,0
12793.0,7,2,471.85,0,0
12796.0,264,1,381.0,2,0
12797.0,1,4,531.28,0,0
12798.0,57,1,1533.8899999999999,0,0
12799.0,165,1,219.35,3,0
12800.0,106,3,584.25,3,0
12801.0,113,2,1031.87,3,0
12802.0,78,7,1937.84,0,0
12803.0,29,1,1092.81,0,0
12804.0,101,2,325.37,3,0
12805.0,17,4,1434.95,0,0
12806.0,71,4,2878.96,0,0
12807.0,18,3,269.95,0,0
12808.0,4,3,422.45,0,0
12809.0,189,6,1220.98,3,0
12810.0,170,2,534.99,3,0
12811.0,14,2,519.05,0,0
12813.0,137,3,1687.8,3,0
12817.0,35,2,524.94,0,0
12819.0,94,1,540.52,3,0
12820.0,33,9,1705.6,0,0
12821.0,247,1,128.07999999999998,2,0
12823.0,30,13,4742.0,0,0
12825.0,157,2,518.63,3,0
12826.0,1,8,1460.57,0,0
12829.0,186,1,92.30000000000001,3,0
12831.0,99,2,236.06,3,0
12835.0,54,49,5972.19,0,0
12836.0,25,13,3910.2200000000003,0,0
12837.0,205,1,528.5600000000001,3,0
12838.0,9,11,2672.3,0,0
12839.0,3,16,4344.21,0,0
12840.0,73,5,1299.6,0,0
12841.0,5,18,3468.36,0,0
12842.0,40,2,799.0,0,0
12843.0,18,25,4659.8,0,0
12844.0,78,2,322.64,0,0
12846.0,318,1,15.58,2,0
12847.0,23,1,765.36,0,0
12848.0,311,1,208.0,2,0
12849.0,17,4,2032.18,0,0
12850.0,81,1,330.0,0,0
12851.0,113,1,148.95,3,0
12853.0,57,7,1846.8,0,0
12854.0,197,6,1618.42,3,0
12855.0,8,4,612.84,0,0
12857.0,72,5,2577.85,0,0
12858.0,19,2,121.08,0,0
12859.0,94,1,575.1,3,0
12860.0,329,1,54.22,2,0
12861.0,255,1,68.25,2,0
12862.0,61,2,984.62,0,0
12863.0,15,5,2271.35,0,0
12864.0,144,1,152.45,3,0
12865.0,14,2,1755.24,0,0
12866.0,110,2,668.23,3,0
12867.0,33,6,3819.92,0,0
12868.0,9,3,640.0,0,0
12869.0,317,1,337.66999999999996,2,0
12870.0,2,4,1662.05,0,0
12871.0,75,1,363.38,0,0
12872.0,1,12,3055.37,0,0
12873.0,33,2,1653.3,0,0
12874.0,21,3,933.42,0,0
12875.0,107,3,1013.76,3,0
12876.0,30,3,1850.5700000000002,0,0
12877.0,37,8,1406.3700000000001,0,0
12880.0,17,2,640.13,0,0
12887.0,19,1,222.4,0,0
12889.0,17,6,365.66,0,0
12890.0,23,1,329.3,0,0
12891.0,94,9,488.5,3,0
12892.0,32,1,263.38,0,0
12894.0,211,1,157.35,3,0
12896.0,366,1,-29.75,2,0
12897.0,17,2,297.75,0,0
12898.0,99,2,296.21000000000004,3,0
12899.0,49,1,366.4,0,0
12900.0,58,1,340.33,0,0
12903.0,64,1,833.53,0,0
12905.0,212,3,1011.82,3,0
12907.0,31,3,440.36,0,0
12908.0,16,3,1026.0,0,0
12909.0,58,5,905.94,0,0
12910.0,15,6,2671.98,0,0
12911.0,187,1,1651.72,3,0
12913.0,4,9,4217.2300000000005,0,0
12914.0,36,1,223.98,0,0
12915.0,8,7,721.2,0,0
12916.0,78,3,1534.78,0,0
12917.0,36,7,3735.5,0,0
12918.0,262,3,-10953.5,2,0
12920.0,207,3,323.86,3,0
12921.0,2,55,18249.71,0,0
12923.0,26,2,597.6,0,0
12924.0,28,9,1493.2,0,0
12925.0,228,1,35.28,2,0
12926.0,47,4,1523.97,0,0
12927.0,30,1,197.31,0,0
12928.0,14,7,2242.19,0,0
12931.0,16,51,37836.86,0,0
12932.0,175,8,1698.56,3,0
12933.0,16,7,970.6,0,0
12934.0,372,1,181.65,2,0
12935.0,10,11,2025.56,0,0
12937.0,99,5,1593.34,3,0
12939.0,15,12,13683.0,0,0
12941.0,360,1,377.49,2,0
12942.0,1,1,258.75,0,0
12943.0,29,3,492.75,0,0
12945.0,292,1,437.16,2,0
12946.0,72,1,324.45,0,0
12947.0,9,1,304.04,0,0
12948.0,366,2,252.48000000000002,2,0
12949.0,18,18,11247.98,0,0
12951.0,10,12,2122.35,0,0
12953.0,158,1,498.96000000000004,3,0
12954.0,274,1,162.45,2,0
12956.0,320,3,413.82,2,0
12957.0,177,9,4649.38,3,0
12958.0,36,2,467.34,0,0
12959.0,120,2,133.35,3,0
12960.0,49,4,1322.07,0,0
12961.0,15,1,211.99,0,0
12963.0,1,6,1671.76,0,0
12964.0,73,1,132.24,0,0
12967.0,7,2,2646.02,0,0
12969.0,238,1,122.45,2,0
12970.0,16,6,1048.13,0,0
12971.0,2,34,4552.4800000000005,0,0
12972.0,49,6,1115.95,0,0
12973.0,49,1,385.55,0,0
12974.0,201,1,264.15,3,0
12975.0,66,8,1993.99,0,0
12976.0,14,7,2417.7799999999997,0,0
12977.0,137,3,474.64,3,0
12978.0,21,6,2496.07,0,0
12979.0,365,2,479.53999999999996,2,0
12980.0,15,14,8817.33,0,0
12982.0,24,15,2184.92,0,0
12983.0,234,1,490.08000000000004,2,0
12986.0,38,12,1998.3400000000001,0,0
12987.0,56,3,753.51,0,0
12989.0,60,20,5992.29,0,0
12990.0,53,4,546.0,0,0
12991.0,25,1,261.06,0,0
12992.0,361,1,93.35000000000001,2,0
12993.0,59,6,776.5,0,0
12996.0,11,1,355.5,0,0
12997.0,24,9,867.1700000000001,0,0
12998.0,128,4,897.38,3,0
13000.0,206,2,430.15000000000003,3,0
13001.0,40,22,14241.53,0,0
13002.0,52,2,293.18,0,0
13004.0,22,24,5530.56,0,0
13005.0,63,3,466.08,0,0
13007.0,215,1,175.25,3,0
13008.0,33,5,364.81,0,0
13009.0,308,1,234.0,2,0
13010.0,10,2,330.12,0,0
13011.0,8,1,50.550000000000004,0,0
13012.0,65,4,1279.56,0,0
13013.0,7,18,7814.83,0,0
13014.0,63,2,1855.4,0,0
13015.0,64,9,3119.44,0,0
13018.0,37,8,2470.06,0,0
13019.0,15,8,1212.95,0,0
13020.0,184,5,606.96,3,0
13021.0,1,13,2201.98,0,0
13022.0,65,1,65.3,0,0
13023.0,164,1,759.13,3,0
13024.0,100,3,535.42,3,0
13025.0,367,1,323.39,2,0
13026.0,124,5,753.97,3,0
13027.0,21,17,10140.0,0,0
13029.0,10,2,679.8,0,0
13030.0,4,1,402.36,0,0
13031.0,43,5,3292.84,0,0
13032.0,28,8,1793.48,0,0
13033.0,65,1,30.0,0,0
13034.0,5,2,279.91,0,0
13035.0,67,1,442.32,0,0
13036.0,320,1,307.1,2,0
13037.0,35,13,2961.48,0,0
13039.0,220,4,1010.73,2,0
13041.0,86,4,799.13,0,0
13042.0,220,4,1454.84,2,0
13044.0,128,12,4257.88,3,0
13045.0,37,2,503.64,0,0
13046.0,92,1,319.94,3,0
13047.0,9,27,5387.62,0,0
13048.0,72,8,2210.67,0,0
13049.0,25,3,727.46,0,0
13050.0,2,30,6107.83,0,0
13051.0,214,2,155.8,3,0
13052.0,56,6,2771.18,0,0
13053.0,257,1,127.65,2,0
13054.0,318,1,-14.0,2,0
13055.0,45,2,1090.55,0,0
13056.0,187,1,209.48,3,0
13057.0,166,4,528.24,3,0
13059.0,49,11,2077.82,0,0
13063.0,116,1,188.4,3,0
13064.0,186,2,561.25,3,0
13065.0,9,6,1050.1000000000001,0,0
13067.0,45,2,393.05,0,0
13069.0,5,17,4968.150000000001,0,0
13070.0,95,4,515.1,3,0
13071.0,248,1,129.22,2,0
13073.0,47,2,418.08,0,0
13074.0,147,5,1362.8400000000001,3,0
13076.0,93,1,135.4,3,0
13077.0,2,11,2301.85,0,0
13078.0,2,53,16451.55,0,0
13079.0,53,1,199.08,0,0
13080.0,37,4,202.75,0,0
13081.0,7,25,30363.670000000002,0,0
13082.0,60,15,3673.44,0,0
13083.0,61,1,91.67999999999999,0,0
13084.0,123,2,116.44999999999999,3,0
13085.0,56,7,1187.08,0,0
13086.0,18,1,439.33000000000004,0,0
13087.0,362,1,313.64,2,0
13088.0,53,1,236.11,0,0
13089.0,4,132,55801.73,0,0
13090.0,1,15,5078.94,0,0
13091.0,365,4,-450.03999999999996,2,0
13092.0,50,9,1547.5,0,0
13093.0,9,76,46332.26,0,0
13094.0,4,2,505.8,0,0
13096.0,30,1,419.70000000000005,0,0
13097.0,24,26,6910.49,0,0
13100.0,260,1,-1598.67,2,0
13101.0,134,3,594.21,3,0
13102.0,1,16,5103.83,0,0
13103.0,73,2,465.70000000000005,0,0
13104.0,51,3,610.62,0,0
13105.0,72,1,72.0,0,0
13106.0,49,1,526.96,0,0
13107.0,45,10,3585.55,0,0
13108.0,8,2,748.46,0,0
13109.0,185,2,340.74,3,0
13110.0,73,6,1443.3000000000002,0,0
13111.0,354,1,321.88000000000005,2,0
13112.0,177,3,-5.44,3,0
13113.0,2,22,6067.5599999999995,0,0
13114.0,366,1,234.38,2,0
13115.0,2,10,3168.82,0,0
13117.0,1,13,1657.2,0,0
13118.0,12,5,1209.1,0,0
13119.0,304,1,134.9,2,0
13123.0,108,2,506.75,3,0
13124.0,21,1,885.33,0,0
13125.0,159,1,148.62,3,0
13126.0,2,11,1846.18,0,0
13128.0,267,1,263.5,2,0
13129.0,88,2,233.25,0,0
13131.0,54,4,2240.47,0,0
13133.0,95,1,90.65,3,0
13134.0,38,2,681.65,0,0
13135.0,127,1,275.45,3,0
13136.0,1,14,3532.42,0,0
13137.0,22,8,3983.65,0,0
13138.0,8,3,492.1,0,0
13139.0,73,1,3138.04,0,0
13140.0,2,3,790.71,0,0
13141.0,21,15,5138.33,0,0
13143.0,218,2,399.2,2,0
13144.0,67,1,24.4,0,0
13145.0,8,4,805.0,0,0
13148.0,25,19,4674.99,0,0
13150.0,106,4,435.02,3,0
13151.0,261,3,1145.79,2,0
13152.0,53,9,2114.98,0,0
13154.0,35,4,1609.29,0,0
13155.0,4,3,778.42,0,0
13156.0,21,3,1586.54,0,0
13157.0,45,5,3946.14,0,0
13158.0,24,1,307.12,0,0
13161.0,136,1,359.38,3,0
13162.0,16,14,7471.95,0,0
13163.0,246,2,0.0,2,0
13164.0,205,3,297.46000000000004,3,0
13165.0,49,1,429.68,0,0
13166.0,50,1,458.73,0,0
13167.0,26,1,333.82,0,0
13168.0,178,1,541.14,3,0
13169.0,198,1,127.2,3,0
13172.0,36,1,69.6,0,0
13173.0,3,12,2193.26,0,0
13174.0,5,10,6621.6,0,0
13175.0,190,4,793.1,3,0
13177.0,66,1,229.75,0,0
13178.0,33,14,8272.42,0,0
13179.0,254,1,572.3100000000001,2,0
13180.0,243,1,86.10000000000001,2,0
13181.0,17,1,359.69,0,0
13183.0,30,9,3053.1,0,0
13187.0,260,4,86.64,2,0
13190.0,180,4,518.76,3,0
13191.0,294,1,164.69,2,0
13192.0,154,6,1632.59,3,0
13194.0,57,1,412.08,0,0
13195.0,50,1,136.73,0,0
13196.0,79,4,1261.86,0,0
13197.0,245,1,373.01000000000005,2,0
13198.0,21,4,1528.19,0,0
13199.0,2,31,6601.02,0,0
13201.0,138,4,1233.06,3,0
13202.0,14,8,1571.35,0,0
13203.0,22,7,1761.09,0,0
13204.0,367,1,966.6600000000001,2,0
13205.0,79,1,2803.2,0,0
13206.0,36,15,8211.0,0,0
13207.0,87,2,285.6,0,0
13208.0,85,3,758.65,0,0
13209.0,150,5,2617.9,3,0
13211.0,17,9,1500.9,0,0
13213.0,14,8,2316.19,0,0
13214.0,53,7,3264.23,0,0
13215.0,38,1,81.6,0,0
13217.0,291,1,132.5,2,0
13219.0,254,1,76.23,2,0
13220.0,211,1,516.8,3,0
13222.0,213,1,88.5,3,0
13223.0,59,4,805.9200000000001,0,0
13225.0,57,9,9796.23,0,0
13226.0,29,1,204.25,0,0
13230.0,1,17,3457.83,0,0
13231.0,182,1,-355.2,3,0
13233.0,56,2,571.34,0,0
13234.0,308,2,346.5,2,0
13237.0,23,1,643.0,0,0
13238.0,66,2,305.9,0,0
13239.0,73,5,1250.28,0,0
13240.0,1,6,958.86,0,0
13241.0,47,1,112.53,0,0
13242.0,87,4,429.0,0,0
13243.0,85,4,635.26,0,0
13245.0,68,1,558.72,0,0
13246.0,29,7,1345.68,0,0
13249.0,37,6,897.52,0,0
13250.0,88,3,245.59,0,0
13251.0,38,1,252.68,0,0
13252.0,30,3,341.3,0,0
13253.0,66,2,1920.71,0,0
13254.0,12,1,51.410000000000004,0,0
13255.0,9,2,504.95,0,0
13257.0,63,3,117.95,0,0
13258.0,15,2,336.59999999999997,0,0
13259.0,33,8,1119.36,0,0
13262.0,25,2,373.16,0,0
13263.0,29,4,1239.27,0,0
13264.0,78,1,722.5600000000001,0,0
13266.0,31,11,2247.63,0,0
13267.0,2,25,5107.77,0,0
13269.0,5,14,3545.47,0,0
13270.0,2,1,590.0,0,0
13274.0,45,1,360.85,0,0
13275.0,19,2,238.86,0,0
13276.0,33,5,1280.28,0,0
13277.0,16,3,264.9,0,0
13278.0,35,4,885.47,0,0
13280.0,15,5,1469.37,0,0
13281.0,73,3,306.45,0,0
13282.0,42,1,181.05,0,0
13283.0,203,2,279.7,3,0
13285.0,236,2,655.47,2,0
13286.0,236,1,734.91,2,0
13287.0,219,7,519.67,2,0
13288.0,79,6,892.16,0,0
13289.0,359,1,307.95,2,0
13290.0,66,3,-208.63,0,0
13291.0,50,10,2909.68,0,0
13292.0,46,4,408.85,0,0
13293.0,28,7,1180.34,0,0
13294.0,282,1,815.79,2,0
13295.0,8,8,860.07,0,0
13296.0,59,5,705.11,0,0
13297.0,21,4,2262.82,0,0
13299.0,49,4,1030.8,0,0
13300.0,24,3,901.9200000000001,0,0
13302.0,162,1,95.45,3,0
13303.0,36,1,61.72,0,0
13304.0,84,6,820.37,0,0
13305.0,8,7,1751.75,0,0
13306.0,66,1,53.65,0,0
13307.0,123,2,258.34,3,0
13308.0,232,1,284.86,2,0
13309.0,28,1,249.58,0,0
13310.0,16,2,409.17,0,0
13312.0,87,1,124.75,0,0
13313.0,115,10,1867.95,3,0
13315.0,325,1,310.26,2,0
13316.0,28,7,7085.49,0,0
13317.0,15,22,3928.4610000000002,0,0
13319.0,1,45,11041.75,0,0
13320.0,64,3,669.25,0,0
13324.0,64,11,3348.57,0,0
13326.0,68,1,281.76,0,0
13327.0,1,15,6123.46,0,0
13329.0,2,11,4236.62,0,0
13330.0,91,3,1655.17,3,0
13331.0,37,1,262.4,0,0
13333.0,47,3,1015.74,0,0
13334.0,172,3,2692.73,3,0
13335.0,176,1,-955.06,3,0
13337.0,154,2,1548.55,3,0
13338.0,169,7,1791.8,3,0
13340.0,53,5,11364.08,0,0
13342.0,218,1,-14.100000000000001,2,0
13346.0,98,6,299.4,3,0
13353.0,24,1,-28.849999999999998,0,0
13357.0,130,4,3196.11,3,0
13359.0,29,2,570.7,0,0
13360.0,64,7,1464.1,0,0
13361.0,108,2,1450.5,3,0
13362.0,14,5,2272.08,0,0
13363.0,45,1,731.36,0,0
13365.0,29,1,-26.9,0,0
13367.0,67,1,510.20000000000005,0,0
13368.0,50,3,462.7,0,0
13369.0,1,1,308.28000000000003,0,0
13370.0,2,2,721.32,0,0
13371.0,134,4,2271.46,3,0
13373.0,51,3,4274.94,0,0
13374.0,50,2,422.8,0,0
13375.0,80,1,1013.58,0,0
13377.0,32,4,1495.43,0,0
13378.0,58,1,-756.4,0,0
13380.0,68,1,62.4,0,0
13381.0,15,8,4558.21,0,0
13382.0,64,4,1164.59,0,0
13383.0,179,1,305.28000000000003,3,0
13384.0,26,6,2512.81,0,0
13386.0,50,2,835.46,0,0
13387.0,53,1,186.94,0,0
13388.0,239,1,508.55,2,0
13392.0,313,1,91.14,2,0
13393.0,219,6,1105.85,2,0
13394.0,15,14,4011.08,0,0
13395.0,36,2,872.51,0,0
13397.0,73,7,1554.93,0,0
13398.0,84,1,213.0,0,0
13399.0,100,3,275.4,3,0
13400.0,210,2,300.93,3,0
13401.0,260,1,-1834.14,2,0
13402.0,8,3,913.9000000000001,0,0
13403.0,23,2,154.5,0,0
13405.0,109,6,624.11,3,0
13406.0,63,3,557.22,0,0
13407.0,214,6,2111.89,3,0
13408.0,7,57,23365.442,0,0
13409.0,260,1,-525.65,2,0
13410.0,29,5,1183.6,0,0
13412.0,256,1,487.34999999999997,2,0
13413.0,275,8,345.8,2,0
13414.0,99,4,1091.74,3,0
13415.0,108,5,665.42,3,0
13416.0,372,1,228.3,2,0
13417.0,183,5,953.0600000000001,3,0
13418.0,8,16,6020.02,0,0
13421.0,42,8,2212.84,0,0
13423.0,64,1,217.03,0,0
13424.0,80,2,557.92,0,0
13425.0,144,5,1738.52,3,0
13426.0,18,12,4526.06,0,0
13427.0,113,3,423.93,3,0
13428.0,150,2,276.76,3,0
13431.0,42,7,2020.14,0,0
13432.0,207,2,439.1,3,0
13433.0,73,5,656.87,0,0
13434.0,21,3,1132.6200000000001,0,0
13435.0,12,2,637.44,0,0
13438.0,183,1,46.5,3,0
13439.0,24,2,702.9,0,0
13440.0,59,10,1213.95,0,0
13441.0,67,1,424.26,0,0
13442.0,303,3,419.87,2,0
13443.0,84,7,1240.71,0,0
13444.0,10,2,619.08,0,0
13445.0,262,1,241.89999999999998,2,0
13446.0,56,18,3608.86,0,0
13448.0,9,11,4935.78,0,0
13450.0,10,8,2073.82,0,0
13451.0,17,7,4180.55,0,0
13452.0,108,1,139.8,3,0
13453.0,29,3,402.01,0,0
13454.0,277,1,219.87,2,0
13455.0,2,8,1766.47,0,0
13457.0,324,4,143.27,2,0
