InvoiceDate,Sales
2009-12-03 10:23:00,144.0
2009-12-03 10:26:00,1104.6000000000001
2009-12-03 10:28:00,1062.6
2009-12-03 10:37:00,390.6
2009-12-03 10:49:00,82.60000000000001
2009-12-03 10:51:00,181.65
2009-12-03 10:57:00,-3.35
2009-12-03 10:58:00,-51.27
2009-12-03 11:03:00,-10.45
2009-12-03 11:09:00,430.9
2009-12-03 11:10:00,320.40000000000003
2009-12-03 11:19:00,321.65000000000003
2009-12-03 11:25:00,154.2
2009-12-03 11:34:00,143.06
2009-12-03 11:45:00,169.5
2009-12-03 11:46:00,114.55
2009-12-03 11:51:00,317.55
2009-12-03 11:53:00,912.5600000000001
2009-12-03 11:57:00,556.75
2009-12-03 12:02:00,344.40000000000003
2009-12-03 12:09:00,0.0
2009-12-03 12:10:00,502.28
2009-12-03 12:13:00,285.09
2009-12-03 12:15:00,1008.0
2009-12-03 12:27:00,1485.59
2009-12-03 12:28:00,740.46
2009-12-03 12:29:00,0.0
2009-12-03 12:30:00,0.0
2009-12-03 12:31:00,4773.65
2009-12-03 12:34:00,308.6
2009-12-03 12:36:00,48.0
2009-12-03 12:37:00,45.60000000000001
2009-12-03 12:38:00,189.15
2009-12-03 12:40:00,215.0
2009-12-03 12:44:00,58.2
2009-12-03 12:45:00,69.82
2009-12-03 12:50:00,180.39
2009-12-03 13:02:00,492.15000000000003
2009-12-03 13:03:00,1146.71
2009-12-03 13:04:00,102.0
2009-12-03 13:05:00,13.5
2009-12-03 13:06:00,-36.9
2009-12-03 13:09:00,831.0
2009-12-03 13:17:00,119.53999999999999
2009-12-03 13:22:00,277.5
2009-12-03 13:25:00,421.64000000000004
2009-12-03 13:26:00,47.85
2009-12-03 13:30:00,14475.0
2009-12-03 13:32:00,314.22
2009-12-03 13:42:00,4000.0
2009-12-03 13:46:00,165.3
2009-12-03 13:49:00,204.3
2009-12-03 13:51:00,355.59000000000003
2009-12-03 13:58:00,1260.0
2009-12-03 14:00:00,372.20000000000005
2009-12-03 14:02:00,952.61
2009-12-03 14:06:00,284.3
2009-12-03 14:07:00,397.65
2009-12-03 14:11:00,294.85
2009-12-03 14:28:00,187.15
2009-12-03 14:36:00,258.1
2009-12-03 14:39:00,6500.63
2009-12-03 14:42:00,381.0
2009-12-03 14:43:00,-4.95
2009-12-03 15:09:00,699.86
2009-12-03 15:15:00,160.35
2009-12-03 15:20:00,311.7
2009-12-03 15:32:00,723.09
2009-12-03 15:34:00,337.9
2009-12-03 15:35:00,2506.14
2009-12-03 15:37:00,0.0
2009-12-03 15:43:00,170.06
2009-12-03 15:48:00,799.2
2009-12-03 15:49:00,898.1800000000001
2009-12-03 15:50:00,17.0
2009-12-03 15:52:00,466.2000000000001
2009-12-03 15:53:00,41.18
2009-12-03 15:54:00,1146.87
2009-12-03 15:56:00,2646.46
2009-12-03 16:02:00,186.36
2009-12-03 16:06:00,-1.65
2009-12-03 16:09:00,273.52
2009-12-03 16:11:00,-6.25
2009-12-03 16:12:00,1225.98
2009-12-03 16:21:00,869.9300000000001
2009-12-03 16:24:00,338.5
2009-12-03 16:40:00,314.37
2009-12-03 16:47:00,110.69999999999999
2009-12-03 16:49:00,239.68
2009-12-03 16:51:00,415.0
2009-12-03 16:52:00,30.15
2009-12-03 16:54:00,319.96000000000004
2009-12-03 17:04:00,313.19
2009-12-03 17:12:00,39.2
2009-12-03 17:29:00,257.62
2009-12-03 17:32:00,342.6
2009-12-03 17:33:00,122.4
2009-12-03 17:38:00,-62.99
2009-12-03 17:46:00,317.04
2009-12-03 17:48:00,108.75
2009-12-03 17:52:00,-354.45
2009-12-03 17:57:00,112.03
2009-12-03 17:59:00,-10.2
2009-12-03 18:08:00,304.92
2009-12-03 18:11:00,297.05
2009-12-03 18:12:00,-5.95
2009-12-03 18:13:00,569.1800000000001
2009-12-03 18:23:00,236.70000000000002
2009-12-03 18:26:00,-1998.49
2009-12-03 18:28:00,0.0
2009-12-03 18:29:00,-15.0
2009-12-03 18:30:00,197.3
2009-12-03 18:36:00,-3341.46
2009-12-03 18:41:00,151.65
2009-12-03 18:51:00,387.87
2009-12-03 19:13:00,159.95
2009-12-03 19:22:00,160.69
2009-12-03 19:23:00,339.78
2009-12-03 19:31:00,210.55
2009-12-03 20:03:00,407.22
2009-12-04 08:24:00,308.75
2009-12-04 08:36:00,1261.0
2009-12-04 08:40:00,1610.52
2009-12-04 08:46:00,337.1
2009-12-04 09:27:00,989.1800000000001
2009-12-04 09:29:00,0.0
2009-12-04 09:31:00,510.64
2009-12-04 09:37:00,-2.95
2009-12-04 09:43:00,6529.11
2009-12-04 09:44:00,0.0
2009-12-04 09:49:00,160.39
2009-12-04 10:00:00,682.65
2009-12-04 10:10:00,-45.75
2009-12-04 10:18:00,288.79
2009-12-04 10:28:00,-5.95
2009-12-04 10:32:00,455.36
2009-12-04 10:39:00,138.0
2009-12-04 10:47:00,508.26
2009-12-04 10:48:00,19.5
2009-12-04 10:52:00,244.8
2009-12-04 10:57:00,825.94
2009-12-04 11:07:00,280.2
2009-12-04 11:22:00,141.63
2009-12-04 11:32:00,1430.25
2009-12-04 11:36:00,312.21
2009-12-04 11:54:00,29.28
2009-12-04 11:56:00,18.0
2009-12-04 11:59:00,3.75
2009-12-04 12:01:00,8.95
2009-12-04 12:03:00,410.0
2009-12-04 12:06:00,908.0400000000001
2009-12-04 12:07:00,108.95
2009-12-04 12:11:00,319.15
2009-12-04 12:12:00,67.67999999999999
2009-12-04 12:14:00,155.65
2009-12-04 12:20:00,1185.16
2009-12-04 12:28:00,351.3
2009-12-04 12:29:00,-4.25
2009-12-04 12:31:00,20.4
2009-12-04 12:33:00,217.75
2009-12-04 12:36:00,519.89
2009-12-04 12:37:00,1686.48
2009-12-04 12:41:00,107.95
2009-12-04 12:49:00,-24.15
2009-12-04 12:54:00,429.66
2009-12-04 12:59:00,1135.84
2009-12-04 13:00:00,699.26
2009-12-04 13:01:00,273.75
2009-12-04 13:21:00,164.03
2009-12-04 13:22:00,424.03
2009-12-04 13:23:00,426.43
2009-12-04 13:31:00,137.4
2009-12-04 13:41:00,378.96
2009-12-04 13:47:00,435.88
2009-12-04 13:51:00,-28.0
2009-12-04 13:59:00,694.2
2009-12-04 14:13:00,1523.2
2009-12-04 14:14:00,618.27
2009-12-04 14:19:00,237.99
2009-12-04 14:24:00,345.27
2009-12-04 14:29:00,300.32
2009-12-04 14:33:00,106.25
2009-12-04 14:35:00,843.01
2009-12-04 14:37:00,726.57
2009-12-04 14:40:00,-30.6
2009-12-04 14:49:00,-8.97
2009-12-04 14:52:00,194.53
2009-12-04 14:56:00,217.05
2009-12-04 15:11:00,307.65000000000003
2009-12-04 15:16:00,326.13
2009-12-04 15:18:00,137.95000000000002
2009-12-04 15:26:00,867.89
2009-12-04 15:27:00,907.4399999999999
2009-12-04 15:28:00,149.1
2009-12-04 15:29:00,990.0
2009-12-04 15:30:00,298.99
2009-12-04 15:40:00,630.39
2009-12-04 15:41:00,334.65
2009-12-04 15:43:00,130.8
2009-12-04 15:48:00,-30.0
2009-12-04 15:53:00,18.0
2009-12-04 16:11:00,6.7
2009-12-04 16:12:00,216.6
2009-12-04 16:13:00,109.4
2009-12-04 16:22:00,-24.75
2009-12-04 16:23:00,32.25
2009-12-04 16:24:00,-7.5
2009-12-04 16:26:00,24.15
2009-12-04 16:27:00,11.8
2009-12-04 16:37:00,494.63
2009-12-04 16:39:00,538.1099999999999
2009-12-04 16:45:00,117.13000000000001
2009-12-04 16:51:00,-145.35
2009-12-04 16:52:00,186.3
2009-12-04 17:18:00,48.05
2009-12-04 17:31:00,205.35
2009-12-05 10:11:00,138.24
2009-12-05 10:25:00,103.95
2009-12-05 10:27:00,351.6
2009-12-05 10:31:00,227.25
2009-12-05 10:44:00,79.6
2009-12-05 10:58:00,159.1
2009-12-05 11:19:00,230.2
2009-12-05 12:01:00,452.95
2009-12-05 12:02:00,233.71
2009-12-05 12:13:00,434.15
2009-12-05 12:28:00,502.54
2009-12-05 12:36:00,136.75
2009-12-05 12:42:00,350.55
2009-12-05 13:12:00,796.55
2009-12-05 13:13:00,15.0
2009-12-05 13:17:00,224.1
2009-12-05 13:26:00,478.74
2009-12-05 13:29:00,97.11
2009-12-05 13:32:00,760.69
2009-12-05 13:37:00,148.3
2009-12-05 14:00:00,0.0
2009-12-05 14:51:00,130.32
2009-12-05 14:57:00,549.77
2009-12-05 14:59:00,450.84000000000003
2009-12-05 15:00:00,146.62
2009-12-05 15:18:00,689.5
2009-12-05 15:26:00,256.2
2009-12-05 15:27:00,304.1
2009-12-05 15:47:00,203.32
2009-12-05 16:01:00,1151.3
2009-12-06 10:16:00,283.15
2009-12-06 10:26:00,269.15
2009-12-06 10:30:00,309.1
2009-12-06 10:37:00,567.71
2009-12-06 10:38:00,441.63
2009-12-06 10:41:00,689.9
2009-12-06 10:51:00,139.25
2009-12-06 10:57:00,-6.35
2009-12-06 11:13:00,291.09
2009-12-06 11:27:00,449.34000000000003
2009-12-06 11:33:00,413.44000000000005
2009-12-06 11:45:00,253.55
2009-12-06 11:57:00,817.4399999999999
2009-12-06 11:58:00,947.39
2009-12-06 12:06:00,-12.7
2009-12-06 12:07:00,710.84
2009-12-06 12:09:00,-10.95
2009-12-06 12:10:00,423.76
2009-12-06 12:14:00,918.35
2009-12-06 12:16:00,183.6
2009-12-06 12:17:00,280.94
2009-12-06 12:21:00,204.24
2009-12-06 12:23:00,-52.0
2009-12-06 12:26:00,242.96
2009-12-06 12:28:00,831.37
2009-12-06 12:31:00,204.65
2009-12-06 12:34:00,945.04
2009-12-06 12:41:00,533.14
2009-12-06 12:42:00,1748.45
2009-12-06 12:46:00,-8.5
2009-12-06 12:51:00,21.25
2009-12-06 12:52:00,421.7
2009-12-06 12:53:00,186.6
2009-12-06 12:56:00,125.94
2009-12-06 13:00:00,90.0
2009-12-06 13:05:00,81.3
2009-12-06 13:07:00,647.82
2009-12-06 13:08:00,266.19
2009-12-06 13:10:00,546.48
2009-12-06 13:19:00,175.20000000000002
2009-12-06 13:20:00,-12.75
2009-12-06 13:21:00,12.75
2009-12-06 13:29:00,189.7
2009-12-06 13:38:00,-12.75
2009-12-06 13:40:00,666.61
2009-12-06 13:41:00,-6.35
2009-12-06 13:43:00,-2.55
2009-12-06 13:45:00,406.7
2009-12-06 13:48:00,355.13
2009-12-06 13:49:00,283.14
2009-12-06 13:53:00,101.4
2009-12-06 14:00:00,498.02
2009-12-06 14:03:00,385.96999999999997
2009-12-06 14:06:00,98.16
2009-12-06 14:10:00,25.46
2009-12-06 14:12:00,-11.24
2009-12-06 14:14:00,450.84000000000003
2009-12-06 14:34:00,-24.4
2009-12-06 14:37:00,-17.0
2009-12-06 14:46:00,626.6
2009-12-06 14:54:00,235.13
2009-12-06 14:58:00,-38.95
2009-12-06 15:01:00,137.75
2009-12-06 15:08:00,147.4
2009-12-06 15:09:00,504.54
2009-12-06 15:11:00,21.95
2009-12-06 15:12:00,474.32000000000005
2009-12-06 15:15:00,213.65
2009-12-06 15:21:00,-5.45
2009-12-06 15:24:00,235.84
2009-12-06 15:31:00,150.4
2009-12-06 15:32:00,10.97
2009-12-06 15:35:00,436.18
2009-12-06 15:40:00,255.00000000000003
2009-12-06 15:41:00,533.97
2009-12-06 15:46:00,182.01
2009-12-06 15:48:00,115.05
2009-12-06 15:51:00,48.89
2009-12-06 16:01:00,161.8
2009-12-06 16:02:00,107.45
2009-12-06 16:07:00,368.15
2009-12-06 16:17:00,245.63
2009-12-07 08:13:00,560.58
2009-12-07 08:24:00,221.9
2009-12-07 08:53:00,209.41
2009-12-07 09:14:00,504.54
2009-12-07 09:18:00,346.0
2009-12-07 09:24:00,0.0
2009-12-07 09:25:00,294.8
2009-12-07 09:42:00,716.35
2009-12-07 09:45:00,0.0
2009-12-07 09:46:00,-29.700000000000003
2009-12-07 10:15:00,34.0
2009-12-07 10:21:00,311.2
2009-12-07 10:26:00,504.54
2009-12-07 10:33:00,463.0
2009-12-07 10:38:00,41.3
2009-12-07 10:41:00,808.12
2009-12-07 10:42:00,367.9
2009-12-07 10:44:00,-49.650000000000006
2009-12-07 10:46:00,14.3
2009-12-07 10:48:00,411.20000000000005
2009-12-07 10:51:00,187.19
2009-12-07 11:05:00,274.54
2009-12-07 11:19:00,682.4
2009-12-07 11:20:00,191.74
2009-12-07 11:26:00,426.0
2009-12-07 11:29:00,173.55
2009-12-07 11:35:00,163.77
2009-12-07 11:39:00,218.33
2009-12-07 11:40:00,211.62
2009-12-07 11:41:00,312.65
2009-12-07 11:46:00,610.95
2009-12-07 11:47:00,224.98000000000002
2009-12-07 11:51:00,214.79999999999998
2009-12-07 11:52:00,44.7
2009-12-07 11:55:00,339.8
2009-12-07 12:08:00,425.09000000000003
2009-12-07 12:12:00,452.16
2009-12-07 12:13:00,147.1
2009-12-07 12:18:00,321.00000000000006
2009-12-07 12:19:00,497.4
2009-12-07 12:25:00,990.48
2009-12-07 12:26:00,589.6700000000001
2009-12-07 12:31:00,76.5
2009-12-07 12:32:00,215.65
2009-12-07 12:41:00,312.33000000000004
2009-12-07 12:42:00,357.87
2009-12-07 12:56:00,488.16
2009-12-07 12:58:00,660.96
2009-12-07 13:00:00,156.5
2009-12-07 13:06:00,242.1
2009-12-07 13:07:00,637.14
2009-12-07 13:17:00,603.1600000000001
2009-12-07 13:23:00,380.65000000000003
2009-12-07 13:24:00,371.51
2009-12-07 13:32:00,293.35
2009-12-07 13:35:00,164.75
2009-12-07 13:37:00,285.9
2009-12-07 13:45:00,413.00000000000006
2009-12-07 13:46:00,74.56
2009-12-07 13:48:00,1028.07
2009-12-07 13:49:00,1078.23
2009-12-07 13:50:00,0.0
2009-12-07 13:52:00,307.91
2009-12-07 13:55:00,207.9
2009-12-07 13:56:00,306.0
2009-12-07 13:57:00,195.78
2009-12-07 13:59:00,190.47
2009-12-07 14:02:00,1244.3200000000002
2009-12-07 14:10:00,108.4
2009-12-07 14:27:00,378.84000000000003
2009-12-07 14:31:00,4.25
2009-12-07 14:34:00,20.58
2009-12-07 14:37:00,-67.5
2009-12-07 14:38:00,-5.8
2009-12-07 14:43:00,-21.0
2009-12-07 14:44:00,154.2
2009-12-07 14:52:00,355.38
2009-12-07 14:56:00,204.0
2009-12-07 14:58:00,1086.53
2009-12-07 15:02:00,45.9
2009-12-07 15:10:00,241.05
2009-12-07 15:15:00,188.89000000000001
2009-12-07 15:19:00,332.70000000000005
2009-12-07 15:26:00,780.36
2009-12-07 15:27:00,4.95
2009-12-07 15:28:00,449.95
2009-12-07 15:42:00,1150.46
2009-12-07 15:43:00,357.87
2009-12-07 15:45:00,-14.0
2009-12-07 15:55:00,386.39
2009-12-07 15:56:00,7.95
2009-12-07 16:17:00,716.04
2009-12-07 16:24:00,343.44
2009-12-07 16:28:00,561.5999999999999
2009-12-07 16:38:00,285.35
2009-12-07 16:40:00,221.51999999999998
2009-12-07 16:56:00,719.1500000000001
2009-12-07 17:12:00,0.0
2009-12-07 17:13:00,0.0
2009-12-07 17:18:00,389.62
2009-12-07 17:49:00,25.5
2009-12-07 17:50:00,-87.3
2009-12-07 17:52:00,-8.95
2009-12-07 17:56:00,6370.46
2009-12-07 17:58:00,-24.9
2009-12-07 17:59:00,-9.95
2009-12-07 18:00:00,-26.75
2009-12-07 18:02:00,5201.38
2009-12-07 18:09:00,-78.35
2009-12-07 18:12:00,8.92
2009-12-07 18:14:00,-309.73
2009-12-08 07:42:00,580.6400000000001
2009-12-08 07:43:00,312.96000000000004
2009-12-08 07:59:00,1429.83
2009-12-08 08:38:00,356.40000000000003
2009-12-08 08:48:00,322.65
2009-12-08 09:19:00,302.78000000000003
2009-12-08 09:24:00,338.34000000000003
2009-12-08 09:27:00,-3.75
2009-12-08 09:35:00,425.59000000000003
2009-12-08 09:38:00,0.0
2009-12-08 09:46:00,182.88
2009-12-08 09:49:00,10.0
2009-12-08 09:56:00,255.04000000000002
2009-12-08 10:02:00,323.39
2009-12-08 10:24:00,1020.0
2009-12-08 10:41:00,306.45
2009-12-08 10:59:00,0.0
2009-12-08 11:06:00,0.0
2009-12-08 11:07:00,44.32
2009-12-08 11:10:00,-52.400000000000006
2009-12-08 11:13:00,356.94
2009-12-08 11:19:00,-19.9
2009-12-08 11:22:00,707.9300000000001
2009-12-08 11:23:00,2621.4
2009-12-08 11:27:00,192.54999999999998
2009-12-08 11:44:00,870.63
2009-12-08 11:46:00,155.7
2009-12-08 11:51:00,-354.45
2009-12-08 11:52:00,28.75
2009-12-08 11:56:00,7.800000000000001
2009-12-08 12:03:00,679.5
2009-12-08 12:04:00,207.32
2009-12-08 12:05:00,487.09000000000003
2009-12-08 12:12:00,215.0
2009-12-08 12:13:00,39.400000000000006
2009-12-08 12:25:00,-1078.98
2009-12-08 12:27:00,159.0
2009-12-08 12:29:00,259.92
2009-12-08 12:30:00,309.7
2009-12-08 12:33:00,1806.19
2009-12-08 12:34:00,304.8
2009-12-08 12:38:00,559.98
2009-12-08 12:39:00,2.9
2009-12-08 12:41:00,20.25
2009-12-08 12:46:00,378.94
2009-12-08 12:48:00,311.8
2009-12-08 12:49:00,363.6
2009-12-08 12:51:00,59.25
2009-12-08 12:54:00,211.41
2009-12-08 12:58:00,10.0
2009-12-08 13:02:00,111.24000000000001
2009-12-08 13:04:00,792.84
2009-12-08 13:08:00,656.85
2009-12-08 13:14:00,312.9
2009-12-08 13:19:00,109.08
2009-12-08 13:24:00,42.300000000000004
2009-12-08 13:25:00,99.45
2009-12-08 13:27:00,123.1
2009-12-08 13:28:00,648.5
2009-12-08 13:38:00,249.17
2009-12-08 13:41:00,708.64
2009-12-08 13:42:00,-39.6
2009-12-08 13:43:00,81.12
2009-12-08 13:44:00,4.45
2009-12-08 13:46:00,2452.56
2009-12-08 13:49:00,-2.55
2009-12-08 13:54:00,-88.25
2009-12-08 13:56:00,366.9
2009-12-08 13:58:00,2285.58
2009-12-08 13:59:00,207.65
2009-12-08 14:00:00,-15.3
2009-12-08 14:01:00,0.95
2009-12-08 14:03:00,628.62
2009-12-08 14:04:00,-658.63
2009-12-08 14:08:00,-15.0
2009-12-08 14:13:00,151.2
